Date Open High Low Close AdjClose Volume
2011-09-20 44,910000 45,349998 44,459999 44,560001 21,108624 418200
2011-09-21 44,419998 44,419998 42,459999 42,700001 20,227518 427900
2011-09-22 42,000000 42,000000 40,099998 40,320000 19,100080 595200
2011-09-23 40,169998 41,090000 39,889999 40,090000 18,991129 483000
2011-09-26 40,380001 40,840000 39,459999 40,759998 19,308516 310600
2011-09-27 41,590000 41,930000 40,799999 41,060001 19,450630 390600
2011-09-28 41,250000 41,570000 40,070000 40,130001 19,010077 431300
2011-09-29 41,020000 41,549999 40,380001 41,549999 19,682749 515600
2011-09-30 40,820000 40,980000 40,240002 40,290001 19,085875 296100
2011-10-03 40,110001 40,459999 38,400002 38,470001 18,223715 498900
2011-10-04 38,009998 39,570000 37,480000 39,419998 18,673738 488700
2011-10-05 39,680000 40,500000 39,480000 40,330002 19,104822 401300
2011-10-06 40,250000 40,759998 40,009998 40,400002 19,137981 490600
2011-10-07 40,040001 40,990002 39,980000 40,320000 19,357866 714400
2011-10-10 40,299999 41,259998 40,299999 40,880001 19,626724 607800
2011-10-11 40,689999 40,990002 40,349998 40,639999 19,511503 248900
2011-10-12 41,040001 41,759998 40,000000 41,200001 19,780363 275600
2011-10-13 40,950001 41,400002 40,049999 41,119999 19,741951 300200
2011-10-14 41,939999 42,119999 41,360001 42,070000 20,198051 632700
2011-10-17 42,209999 42,869999 41,730000 41,950001 20,140438 338200
2011-10-18 42,150002 42,419998 40,900002 41,889999 20,111633 591000
2011-10-19 41,910000 42,020000 41,320000 41,470001 19,909988 276100
2011-10-20 41,320000 41,759998 41,080002 41,730000 20,034817 521900
2011-10-21 42,369999 42,820000 41,889999 42,529999 20,418901 380900
2011-10-24 42,970001 43,040001 42,549999 42,939999 20,615742 227100
2011-10-25 43,150002 43,419998 42,560001 42,619999 20,462111 248200
2011-10-26 43,340000 43,340000 42,279999 42,799999 20,548531 280900
2011-10-27 43,720001 44,130001 43,180000 44,020000 21,134260 383700
2011-10-28 43,770000 43,950001 43,180000 43,580002 20,923012 188700
2011-10-31 43,119999 43,740002 42,500000 42,540001 20,423700 172200
2011-11-01 41,849998 42,240002 41,500000 41,980000 20,154842 288600
2011-11-02 42,790001 42,970001 41,930000 42,230000 20,274870 264600
2011-11-03 42,720001 42,959999 42,070000 42,560001 20,433304 314500
2011-11-04 42,599998 42,950001 41,849998 42,060001 20,193253 310600
2011-11-07 42,009998 43,119999 42,009998 42,919998 20,606142 255600
2011-11-08 42,830002 42,950001 42,389999 42,880001 20,586935 238800
2011-11-09 42,099998 42,529999 41,730000 41,860001 20,097229 353900
2011-11-10 42,310001 42,450001 41,580002 41,869999 20,102032 244200
2011-11-11 42,240002 42,750000 41,099998 42,150002 20,236462 223800
2011-11-14 42,000000 42,250000 41,580002 42,230000 20,274870 63800
2011-11-15 41,930000 42,250000 41,750000 42,049999 20,188448 189200
2011-11-16 41,700001 42,180000 41,560001 41,610001 19,977205 108600
2011-11-17 41,740002 42,110001 41,080002 41,439999 19,895584 477700
2011-11-18 41,720001 41,950001 41,400002 41,560001 19,953197 188900
2011-11-21 41,080002 41,160000 40,430000 40,799999 19,588318 269000
2011-11-22 41,119999 41,200001 40,570000 40,990002 19,679539 255200
2011-11-23 40,799999 40,799999 39,720001 40,009998 19,209034 240700
2011-11-25 40,220001 40,250000 39,750000 39,930000 19,170624 144700
2011-11-28 41,000000 41,299999 40,750000 41,189999 19,775558 354900
2011-11-29 41,299999 41,400002 40,810001 41,230000 19,794762 335800
2011-11-30 42,070000 42,250000 41,680000 42,220001 20,270067 523200
2011-12-01 42,020000 42,820000 41,540001 42,470001 20,390095 491600
2011-12-02 43,029999 43,419998 42,700001 43,360001 20,817389 338700
2011-12-05 43,500000 43,669998 42,669998 42,880001 20,586935 357000
2011-12-06 43,060001 43,060001 42,139999 42,369999 20,342083 325600
2011-12-07 42,110001 43,279999 41,919998 43,130001 20,706963 157800
2011-12-08 42,990002 43,330002 42,130001 42,669998 20,486113 200800
2011-12-09 42,900002 43,570000 42,810001 43,450001 20,860600 220100
2011-12-12 43,099998 43,299999 42,490002 43,119999 20,702160 184500
2011-12-13 43,580002 43,599998 43,049999 43,180000 20,730970 409000
2011-12-14 43,139999 43,139999 42,349998 42,500000 20,404495 455700
2011-12-15 43,509998 43,509998 42,610001 42,869999 20,582136 360700
2011-12-16 42,880001 43,540001 42,619999 43,000000 20,644552 669000
2011-12-19 43,259998 43,349998 42,570000 42,689999 20,495712 338300
2011-12-20 45,060001 45,070000 43,160000 43,779999 21,019030 571700
2011-12-21 44,000000 44,220001 43,520000 44,200001 21,220678 408800
2011-12-22 44,490002 44,759998 44,220001 44,680000 21,451130 280700
2011-12-23 44,840000 44,910000 44,299999 44,700001 21,460733 168100
2011-12-27 44,560001 44,759998 44,180000 44,549999 21,388714 232500
2011-12-28 44,410000 44,560001 43,709999 43,959999 21,105452 264900
2011-12-29 43,959999 44,980000 43,959999 44,549999 21,388714 368300
2011-12-30 44,680000 44,980000 44,349998 44,520000 21,374311 100400
2012-01-03 44,599998 45,009998 44,369999 44,970001 21,590359 369300
2012-01-04 44,900002 46,020000 44,900002 46,020000 22,094471 323000
2012-01-05 45,849998 45,970001 45,389999 45,959999 22,065662 176700
2012-01-06 45,849998 46,150002 45,419998 45,779999 21,979242 183000
2012-01-09 46,000000 46,570000 45,840000 46,529999 22,339323 152200
2012-01-10 47,000000 48,240002 46,599998 48,220001 23,150703 424800
2012-01-11 48,139999 49,000000 47,860001 48,869999 23,462772 392900
2012-01-12 48,720001 48,990002 47,160000 47,279999 22,699402 996800
2012-01-13 46,240002 48,529999 46,000000 48,480000 23,275530 677100
2012-01-17 48,860001 49,380001 48,630001 49,160000 23,602003 526200
2012-01-18 49,380001 50,680000 49,080002 50,619999 24,302958 507800
2012-01-19 50,709999 50,910000 49,560001 49,930000 23,971685 485000
2012-01-20 49,680000 50,029999 49,090000 50,029999 24,019695 256600
2012-01-23 50,759998 51,000000 50,150002 50,610001 24,298155 255700
2012-01-24 50,430000 50,490002 50,000000 50,270000 24,134922 125600
2012-01-25 50,279999 50,889999 50,099998 50,709999 24,346169 272000
2012-01-26 51,099998 51,110001 50,110001 50,230000 24,115719 443000
2012-01-27 50,009998 50,570000 50,000000 50,250000 24,125319 319100
2012-01-30 50,549999 50,869999 49,860001 50,610001 24,298155 369600
2012-01-31 50,910000 51,259998 50,130001 51,070000 24,519005 388700
2012-02-01 52,000000 52,000000 50,779999 51,279999 24,619827 487600
2012-02-02 51,279999 52,599998 51,220001 52,560001 25,234364 514000
2012-02-03 52,720001 53,070000 52,119999 52,590000 25,248766 564400
2012-02-06 52,560001 52,560001 51,639999 52,049999 24,989510 203800
2012-02-07 52,250000 52,580002 51,700001 52,419998 25,167150 454400
2012-02-08 52,459999 53,139999 52,459999 53,020000 25,455210 533700
2012-02-09 53,139999 53,509998 52,599998 53,470001 25,671263 422200
2012-02-10 53,020000 53,259998 52,500000 52,910000 25,402403 536600
2012-02-13 53,369999 53,830002 53,209999 53,580002 25,724072 333600
2012-02-14 53,669998 53,669998 53,020000 53,529999 25,700062 293200
2012-02-15 53,700001 53,869999 53,250000 53,689999 25,776884 313000
2012-02-16 53,869999 55,730000 53,389999 55,630001 26,708284 771100
2012-02-17 56,700001 57,369999 55,849998 57,200001 27,462053 888800
2012-02-21 56,619999 56,950001 55,169998 55,349998 26,573858 1092800
2012-02-22 56,490002 56,490002 55,040001 55,410000 26,602663 576100
2012-02-23 55,540001 55,950001 55,320000 55,790001 26,785107 437700
2012-02-24 55,680000 56,959999 55,680000 56,320000 27,039558 645500
2012-02-27 55,779999 56,939999 55,540001 56,480000 27,116375 459900
2012-02-28 56,560001 56,750000 56,240002 56,669998 27,207596 404000
2012-02-29 56,500000 58,619999 56,250000 58,189999 27,937357 1756900
2012-03-01 58,110001 60,230000 58,040001 59,590000 28,609505 1087000
2012-03-02 59,770000 59,770000 58,200001 58,730000 28,196615 819900
2012-03-05 58,730000 59,080002 57,820000 58,970001 28,311842 750300
2012-03-06 57,869999 58,500000 57,509998 58,049999 27,870138 778900
2012-03-07 58,250000 58,750000 57,869999 58,470001 28,071789 354600
2012-03-08 58,770000 59,130001 58,500000 58,689999 28,177410 394400
2012-03-09 58,790001 59,380001 58,299999 58,360001 28,018976 364100
2012-03-12 58,020000 58,669998 57,919998 58,240002 27,961369 366300
2012-03-13 58,549999 60,580002 58,500000 60,500000 29,046406 842100
2012-03-14 60,330002 61,560001 60,009998 60,250000 28,926376 705100
2012-03-15 60,349998 60,869999 60,000000 60,139999 28,873568 642900
2012-03-16 60,240002 60,660000 59,360001 59,619999 28,623907 1022300
2012-03-19 59,970001 61,160000 59,619999 60,840000 29,209641 436300
2012-03-20 60,369999 60,540001 59,060001 59,250000 28,446274 837400
2012-03-21 59,250000 59,759998 58,910000 59,709999 28,667120 416200
2012-03-22 59,310001 60,599998 59,299999 59,720001 28,671921 598400
2012-03-23 59,689999 60,900002 59,009998 60,720001 29,152023 388600
2012-03-26 60,990002 62,090000 60,869999 61,860001 29,699345 381600
2012-03-27 62,099998 62,320000 61,169998 61,490002 29,521709 465300
2012-03-28 61,540001 61,570000 60,349998 60,730000 29,156832 362000
2012-03-29 60,330002 60,560001 59,549999 60,540001 29,065603 419400
2012-03-30 60,660000 61,830002 60,650002 61,090000 29,329664 521900
2012-04-02 60,750000 62,349998 60,750000 62,270000 29,896193 373100
2012-04-03 61,900002 63,439999 61,900002 63,130001 30,309074 473800
2012-04-04 62,820000 63,090000 62,400002 62,880001 30,189056 589700
2012-04-05 62,560001 62,700001 61,880001 62,650002 30,078634 348800
2012-04-09 62,189999 63,980000 62,180000 63,630001 30,549133 497500
2012-04-10 63,389999 63,889999 63,130001 63,299999 30,390705 938000
2012-04-11 63,490002 64,300003 62,270000 62,500000 30,006613 559600
2012-04-12 62,599998 63,049999 61,349998 62,490002 30,001820 587200
2012-04-13 62,660000 63,000000 62,169998 62,730000 30,117043 394800
2012-04-16 63,000000 63,900002 62,750000 63,610001 30,539530 517300
2012-04-17 63,970001 64,500000 63,669998 64,400002 30,918819 631000
2012-04-18 64,370003 65,550003 63,180000 63,630001 30,549133 1254600
2012-04-19 60,500000 61,320000 59,650002 60,500000 30,691174 884000
2012-04-20 60,849998 61,270000 59,090000 59,349998 30,107790 777500
2012-04-23 59,040001 60,020000 58,849998 59,770000 30,320854 1130300
2012-04-24 59,930000 60,740002 59,380001 59,639999 30,254904 558200
2012-04-25 60,340000 61,750000 59,970001 61,500000 31,198465 707200
2012-04-26 61,900002 62,709999 61,230000 62,360001 31,634735 739800
2012-04-27 62,980000 63,320000 62,360001 63,110001 32,015205 629600
2012-04-30 63,639999 64,849998 63,389999 64,699997 32,821804 1186300
2012-05-01 65,220001 67,919998 65,150002 67,480003 34,232079 950100
2012-05-02 67,110001 67,279999 65,699997 66,680000 33,826244 959900
2012-05-03 66,620003 67,070000 66,050003 66,440002 33,704498 541600
2012-05-04 65,529999 66,000000 63,299999 63,660000 32,294220 1220900
2012-05-07 63,500000 64,919998 62,759998 64,449997 32,694981 618000
2012-05-08 64,000000 64,000000 62,689999 63,849998 32,390602 936900
2012-05-09 62,939999 64,309998 62,439999 63,570000 32,248562 624900
2012-05-10 64,480003 64,480003 63,500000 63,630001 32,279003 599500
2012-05-11 63,200001 63,930000 63,000000 63,060001 31,989845 461700
2012-05-14 62,759998 62,820000 61,700001 61,759998 31,330366 496200
2012-05-15 61,650002 62,009998 60,680000 60,939999 30,914391 617400
2012-05-16 61,230000 61,380001 60,410000 60,700001 30,792637 752300
2012-05-17 60,650002 60,700001 58,549999 58,660000 29,757757 822700
2012-05-18 58,880001 59,250000 58,060001 58,330002 29,590349 771800
2012-05-21 58,439999 58,689999 57,200001 58,049999 29,448313 1333400
2012-05-22 58,200001 59,720001 57,680000 59,240002 30,051991 1171400
2012-05-23 58,549999 58,790001 57,459999 58,709999 29,783119 624000
2012-05-24 58,520000 58,980000 56,799999 57,310001 29,072912 1053100
2012-05-25 57,139999 57,860001 56,279999 57,730000 29,285975 777900
2012-05-29 56,529999 60,150002 56,360001 60,119999 30,498404 1429200
2012-05-30 59,139999 59,880001 58,680000 58,790001 29,823711 851200
2012-05-31 58,560001 59,700001 57,930000 59,560001 30,214325 858500
2012-06-01 58,570000 58,980000 57,750000 58,060001 29,453384 808900
2012-06-04 58,040001 58,930000 57,750000 58,820000 29,838924 860700
2012-06-05 58,630001 59,060001 58,270000 58,840000 29,849066 444700
2012-06-06 59,000000 59,689999 58,779999 59,240002 30,051991 745500
2012-06-07 60,150002 60,790001 59,290001 59,439999 30,153448 565600
2012-06-08 59,279999 59,529999 58,619999 58,770000 29,813560 383200
2012-06-11 59,779999 59,779999 57,480000 57,830002 29,336708 419300
2012-06-12 58,000000 58,580002 57,619999 57,869999 29,356997 402200
2012-06-13 57,830002 58,029999 57,119999 57,380001 29,108423 433500
2012-06-14 57,779999 58,169998 57,230000 58,060001 29,453384 444000
2012-06-15 57,910000 59,500000 57,910000 59,349998 30,107790 906400
2012-06-18 60,520000 60,520000 58,799999 59,840000 30,356367 440800
2012-06-19 60,200001 61,189999 60,090000 61,189999 31,041210 570500
2012-06-20 61,279999 61,790001 60,630001 61,259998 31,076719 514300
2012-06-21 61,490002 61,490002 58,520000 58,529999 29,691807 900700
2012-06-22 57,880001 58,009998 55,880001 56,240002 28,530113 1768500
2012-06-25 55,320000 55,720001 53,480000 53,830002 27,307541 1371500
2012-06-26 53,779999 54,610001 52,590000 54,130001 27,459724 1257400
2012-06-27 54,509998 55,799999 54,000000 55,340000 28,073551 658000
2012-06-28 54,959999 55,730000 53,320000 54,259998 27,525671 645400
2012-06-29 55,430000 56,509998 55,430000 55,790001 28,301828 843000
2012-07-02 56,669998 56,669998 54,200001 54,919998 27,860483 897100
2012-07-03 55,520000 56,689999 54,980000 56,680000 28,753323 780200
2012-07-05 56,639999 56,990002 56,180000 56,630001 28,727955 791100
2012-07-06 56,130001 56,130001 55,459999 55,740002 28,276466 422200
2012-07-09 55,270000 56,000000 55,080002 55,900002 28,357634 574300
2012-07-10 56,450001 56,599998 55,099998 55,389999 28,098915 453700
2012-07-11 55,669998 55,939999 55,389999 55,770000 28,291685 475600
2012-07-12 54,990002 55,540001 54,990002 55,259998 28,032965 568400
2012-07-13 55,480000 55,980000 55,220001 55,910000 28,362707 596800
2012-07-16 55,799999 56,130001 55,520000 55,790001 28,301828 442300
2012-07-17 56,130001 56,580002 55,439999 55,950001 28,382996 380000
2012-07-18 55,860001 56,360001 55,680000 56,189999 28,504744 607400
2012-07-19 56,180000 57,000000 55,779999 55,840000 28,327190 655700
2012-07-20 55,990002 56,529999 54,790001 55,080002 27,941660 349600
2012-07-23 54,290001 55,349998 54,119999 55,180000 27,992382 741700
2012-07-24 55,400002 55,860001 54,610001 55,450001 28,129354 632900
2012-07-25 55,000000 55,400002 53,889999 53,959999 27,373486 758600
2012-07-26 54,750000 55,320000 54,689999 55,150002 27,977163 616800
2012-07-27 55,439999 57,580002 55,240002 57,520000 29,179443 805600
2012-07-30 57,240002 57,950001 57,000000 57,880001 29,362076 476700
2012-07-31 58,500000 58,580002 57,060001 57,230000 29,032333 492700
2012-08-01 57,610001 58,000000 56,930000 57,610001 29,225100 416500
2012-08-02 57,299999 58,619999 56,820000 58,430000 29,641079 1037300
2012-08-03 59,500000 59,880001 58,509998 59,080002 29,970825 660700
2012-08-06 58,669998 59,450001 58,150002 58,439999 29,646154 346100
2012-08-07 58,820000 59,430000 58,419998 59,230000 30,046913 309200
2012-08-08 58,950001 58,950001 57,389999 57,779999 29,311342 585900
2012-08-09 57,520000 59,000000 57,020000 58,720001 29,788195 669600
2012-08-10 58,139999 59,619999 58,110001 59,450001 30,158520 474600
2012-08-13 58,709999 59,580002 58,540001 59,070000 29,965742 444100
2012-08-14 59,419998 59,529999 58,599998 58,810001 29,833851 299900
2012-08-15 58,980000 58,980000 58,099998 58,910000 29,884581 403400
2012-08-16 59,240002 59,759998 58,700001 59,540001 30,204174 292500
2012-08-17 59,279999 59,970001 59,150002 59,549999 30,209248 319700
2012-08-20 59,750000 59,930000 58,820000 59,430000 30,148375 329800
2012-08-21 59,580002 59,990002 59,220001 59,400002 30,133158 378100
2012-08-22 59,040001 59,540001 58,619999 59,529999 30,199100 326800
2012-08-23 59,599998 59,840000 58,950001 59,220001 30,041840 291900
2012-08-24 58,959999 59,310001 58,500000 58,900002 29,879511 158400
2012-08-27 59,009998 59,330002 58,349998 58,500000 29,676594 201000
2012-08-28 58,450001 58,930000 57,700001 58,709999 29,783119 265100
2012-08-29 58,310001 58,669998 57,740002 57,889999 29,367144 399400
2012-08-30 57,310001 57,970001 57,310001 57,689999 29,265686 328800
2012-08-31 58,020000 58,240002 57,450001 57,849998 29,346851 451300
2012-09-04 57,810001 57,810001 56,410000 56,619999 28,722883 441900
2012-09-05 56,150002 57,570000 56,020000 57,259998 29,047550 750000
2012-09-06 57,709999 58,689999 57,049999 58,490002 29,671518 606000
2012-09-07 58,470001 59,400002 57,770000 58,880001 29,869364 335400
2012-09-10 58,759998 58,770000 58,090000 58,419998 29,636003 302900
2012-09-11 58,250000 58,720001 58,250000 58,459999 29,656301 289800
2012-09-12 58,730000 58,750000 57,610001 57,740002 29,291054 641300
2012-09-13 58,189999 58,650002 57,230000 58,580002 29,717175 1241200
2012-09-14 58,500000 60,000000 55,410000 58,980000 29,920090 1038400
2012-09-17 58,779999 59,270000 58,330002 58,400002 29,625866 442800
2012-09-18 57,590000 58,549999 57,590000 58,250000 29,549768 406200
2012-09-19 58,619999 58,750000 57,599998 58,660000 29,757757 419900
2012-09-20 58,080002 58,889999 57,759998 58,669998 29,762835 407700
2012-09-21 58,950001 59,279999 58,610001 59,279999 30,072277 660400
2012-09-24 58,520000 58,520000 58,029999 58,099998 29,473673 398300
2012-09-25 58,599998 58,599998 57,889999 57,959999 29,402655 554900
2012-09-26 57,880001 58,150002 57,599998 58,000000 29,422945 339100
2012-09-27 58,180000 58,950001 57,900002 58,529999 29,691807 382200
2012-09-28 58,570000 58,980000 57,900002 58,930000 29,894720 439300
2012-10-01 58,790001 59,290001 58,340000 58,590000 29,722252 543200
2012-10-02 58,849998 59,439999 58,560001 59,430000 30,148375 289600
2012-10-03 59,490002 59,779999 58,910000 59,389999 30,128080 380600
2012-10-04 59,520000 59,830002 59,130001 59,830002 30,351286 395300
2012-10-05 59,930000 60,150002 59,320000 59,509998 30,188953 501300
2012-10-08 59,450001 59,959999 59,000000 59,750000 30,310707 307300
2012-10-09 59,750000 60,169998 59,439999 59,860001 30,366510 430400
2012-10-10 59,540001 60,270000 59,540001 60,090000 30,483187 551000
2012-10-11 63,070000 63,480000 59,889999 60,230000 30,554207 503800
2012-10-12 60,279999 61,139999 60,250000 60,880001 30,883947 289500
2012-10-15 61,209999 62,259998 60,820000 62,189999 31,548498 535400
2012-10-16 62,150002 63,880001 61,820000 62,849998 31,883316 748200
2012-10-17 63,119999 63,380001 62,450001 63,049999 31,984772 525800
2012-10-18 63,270000 64,010002 62,900002 63,700001 32,314514 657200
2012-10-19 63,709999 63,799999 63,110001 63,509998 32,218132 449400
2012-10-22 63,320000 63,610001 62,830002 63,139999 32,030422 439700
2012-10-23 61,779999 62,580002 61,610001 62,419998 31,665176 559300
2012-10-24 62,869999 63,139999 62,330002 62,889999 31,903606 462400
2012-10-25 63,049999 63,200001 62,150002 62,759998 31,837652 486300
2012-10-26 62,880001 63,570000 62,369999 63,119999 32,020279 222900
2012-10-31 61,450001 61,880001 58,779999 59,209999 30,036770 1604000
2012-11-01 59,680000 59,869999 58,369999 58,560001 29,707027 1073200
2012-11-02 59,049999 59,049999 57,259998 57,419998 29,128710 668400
2012-11-05 57,570000 58,209999 56,889999 57,439999 29,138865 550100
2012-11-06 57,590000 57,820000 56,959999 57,220001 29,027258 456200
2012-11-07 56,770000 57,939999 56,040001 56,549999 28,687370 477800
2012-11-08 56,380001 57,599998 55,759998 57,150002 28,991747 518900
2012-11-09 57,220001 57,380001 56,360001 56,700001 28,763468 615600
2012-11-12 56,580002 56,810001 56,009998 56,200001 28,509823 299900
2012-11-13 56,040001 56,810001 55,639999 56,130001 28,474310 532700
2012-11-14 56,200001 57,000000 56,070000 56,459999 28,641714 353200
2012-11-15 56,259998 57,580002 56,080002 57,259998 29,047550 516600
2012-11-16 57,099998 58,099998 57,099998 58,099998 29,473673 356900
2012-11-19 58,680000 59,060001 58,500000 58,709999 29,783119 213700
2012-11-20 58,299999 59,380001 58,220001 59,000000 29,930237 334100
2012-11-21 59,400002 60,000000 58,580002 58,750000 29,803419 292800
2012-11-23 59,000000 59,099998 58,439999 58,900002 29,879511 58900
2012-11-26 58,250000 58,900002 57,680000 58,270000 29,559912 309800
2012-11-27 58,490002 58,490002 57,869999 57,910000 29,377293 223600
2012-11-28 57,770000 58,259998 57,450001 58,220001 29,534550 315200
2012-11-29 58,470001 58,750000 58,090000 58,189999 29,519331 406700
2012-11-30 58,430000 58,560001 58,000000 58,139999 29,493967 702900
2012-12-03 58,169998 58,720001 57,730000 57,930000 29,387438 330900
2012-12-04 57,900002 58,320000 57,279999 57,310001 29,072912 460600
2012-12-05 57,320000 57,820000 57,150002 57,419998 29,128710 407800
2012-12-06 57,380001 57,950001 57,380001 57,730000 29,285975 249100
2012-12-07 57,650002 58,200001 57,650002 58,060001 29,453384 143500
2012-12-10 57,599998 58,470001 57,169998 58,389999 29,620790 240800
2012-12-11 58,400002 58,770000 58,110001 58,599998 29,727322 282100
2012-12-12 58,570000 59,400002 58,570000 58,950001 29,904875 520300
2012-12-13 58,900002 59,279999 58,230000 58,939999 29,899801 276400
2012-12-14 58,799999 59,320000 58,720001 59,290001 30,077354 153600
2012-12-17 59,049999 59,650002 58,650002 58,730000 29,793272 668500
2012-12-18 58,980000 59,740002 57,810001 59,279999 30,072277 425800
2012-12-19 59,230000 59,509998 59,049999 59,169998 30,016478 542800
2012-12-20 59,110001 59,799999 59,070000 59,560001 30,214325 446600
2012-12-21 59,299999 60,709999 59,299999 60,529999 30,706392 506700
2012-12-24 61,000000 61,020000 60,290001 60,790001 30,838293 216800
2012-12-26 60,860001 61,220001 60,599998 61,110001 31,000622 195300
2012-12-27 61,279999 61,700001 60,849998 61,599998 31,249201 246500
2012-12-28 61,580002 61,930000 59,990002 60,400002 30,640451 605800
2012-12-31 60,369999 60,380001 59,330002 59,669998 30,270121 334700
2013-01-02 61,619999 62,110001 60,439999 62,110001 31,507919 649800
2013-01-03 62,389999 62,389999 61,410000 62,189999 31,548498 359400
2013-01-04 62,540001 62,540001 61,540001 62,180000 31,543427 560800
2013-01-07 62,139999 62,279999 61,270000 61,910000 31,406456 457800
2013-01-08 62,169998 62,500000 60,950001 61,270000 31,081793 317700
2013-01-09 61,529999 61,840000 61,200001 61,840000 31,370949 452900
2013-01-10 62,549999 62,990002 61,860001 61,970001 31,436895 371500
2013-01-11 62,240002 62,240002 61,639999 61,700001 31,299923 237300
2013-01-14 61,860001 62,299999 61,849998 62,040001 31,472406 292700
2013-01-15 62,040001 62,220001 61,270000 61,619999 31,259342 324200
2013-01-16 61,459999 61,919998 61,000000 61,279999 31,086863 497900
2013-01-17 61,799999 61,799999 61,279999 61,320000 31,107157 348800
2013-01-18 61,320000 61,889999 61,259998 61,799999 31,350653 496000
2013-01-22 61,419998 61,759998 61,419998 61,590000 31,244122 383000
2013-01-23 62,000000 62,689999 61,660000 62,590000 31,751415 381200
2013-01-24 62,790001 62,950001 62,619999 62,860001 31,888386 243600
2013-01-25 63,000000 63,470001 62,919998 63,270000 32,096375 262900
2013-01-28 63,180000 63,430000 62,570000 62,799999 31,857948 196700
2013-01-29 63,139999 63,430000 62,799999 63,380001 32,152176 448000
2013-01-30 63,349998 63,709999 63,090000 63,290001 32,106522 245100
2013-01-31 63,220001 63,529999 62,959999 63,299999 32,111595 445100
2013-02-01 63,560001 63,930000 63,049999 63,590000 32,258709 391700
2013-02-04 63,279999 63,689999 63,029999 63,660000 32,294220 325300
2013-02-05 63,580002 63,990002 63,400002 63,799999 32,365234 426200
2013-02-06 63,580002 64,059998 62,459999 62,740002 31,827513 526700
2013-02-07 63,090000 63,090000 61,320000 61,360001 31,127441 539800
2013-02-08 61,240002 61,599998 60,919998 61,529999 31,213686 518200
2013-02-11 61,599998 61,599998 60,770000 60,840000 30,863653 270100
2013-02-12 60,980000 61,730000 60,720001 60,959999 30,924526 412500
2013-02-13 60,849998 61,360001 60,580002 61,009998 30,949898 415700
2013-02-14 61,070000 61,230000 60,340000 61,040001 30,965120 607300
2013-02-15 61,000000 61,060001 60,369999 60,450001 30,665810 274700
2013-02-19 60,299999 60,299999 57,709999 57,959999 29,402655 1822000
2013-02-20 57,720001 58,099998 57,119999 57,310001 29,072912 793700
2013-02-21 57,349998 57,900002 56,820000 57,840000 29,341780 1370300
2013-02-22 58,349998 58,560001 57,799999 58,230000 29,539621 504100
2013-02-25 58,000000 59,639999 57,770000 57,790001 29,316416 467600
2013-02-26 57,970001 58,200001 57,110001 57,360001 29,098276 363900
2013-02-27 57,000000 57,779999 56,900002 57,660000 29,250467 184400
2013-02-28 57,799999 57,889999 57,290001 57,549999 29,194664 498600
2013-03-01 57,630001 57,630001 57,040001 57,160000 28,996820 316700
2013-03-04 57,160000 57,560001 56,630001 56,709999 28,768538 524300
2013-03-05 57,029999 57,130001 56,380001 56,520000 28,672150 665700
2013-03-06 56,680000 56,709999 56,259998 56,320000 28,570700 649300
2013-03-07 56,779999 56,779999 55,930000 56,009998 28,413433 710800
2013-03-08 56,340000 56,849998 55,700001 56,750000 28,788830 713200
2013-03-11 56,330002 57,200001 56,110001 57,090000 28,961311 455600
2013-03-12 57,099998 57,439999 56,680000 56,750000 28,788830 331700
2013-03-13 56,610001 56,990002 56,290001 56,480000 28,651865 407100
2013-03-14 56,650002 56,820000 56,430000 56,560001 28,692446 353800
2013-03-15 56,709999 56,709999 55,799999 56,209999 28,514894 814100
2013-03-18 55,169998 55,930000 54,389999 54,560001 27,677864 1154500
2013-03-19 54,410000 54,900002 53,849998 54,049999 27,419142 661000
2013-03-20 54,270000 54,400002 53,630001 53,709999 27,246662 505200
2013-03-21 53,869999 55,310001 53,689999 54,619999 27,708303 708600
2013-03-22 54,299999 55,340000 54,299999 54,990002 27,895998 432200
2013-03-25 54,779999 54,779999 54,130001 54,520000 27,657574 275700
2013-03-26 54,660000 55,480000 54,660000 55,349998 28,078625 295900
2013-03-27 55,169998 55,169998 54,599998 54,880001 27,840197 278700
2013-03-28 54,959999 54,970001 54,230000 54,520000 27,657574 345200
2013-04-01 54,500000 55,000000 54,169998 54,459999 27,627134 337600
2013-04-02 54,290001 54,840000 54,290001 54,700001 27,748882 618300
2013-04-03 54,900002 54,900002 53,500000 54,009998 27,398846 839700
2013-04-04 54,049999 54,180000 53,610001 53,750000 27,266960 472700
2013-04-05 53,590000 54,639999 53,459999 54,590000 27,693079 754900
2013-04-08 54,770000 55,180000 54,290001 54,389999 27,591619 761800
2013-04-09 51,310001 51,560001 50,689999 50,810001 27,390009 1123100
2013-04-10 51,150002 51,189999 49,490002 49,570000 26,721565 1016300
2013-04-11 49,869999 50,020000 49,040001 49,639999 26,759298 1103900
2013-04-12 49,259998 49,900002 48,599998 48,750000 26,279524 486300
2013-04-15 48,000000 48,599998 45,889999 45,970001 24,780924 689300
2013-04-16 46,529999 47,869999 46,360001 47,810001 25,772804 823700
2013-04-17 46,380001 48,320000 46,220001 46,509998 25,072020 1266900
2013-04-18 46,689999 47,349998 46,209999 46,669998 25,158270 589300
2013-04-19 47,259998 47,349998 46,410000 47,250000 25,470928 744300
2013-04-22 47,200001 47,630001 47,150002 47,330002 25,514055 521800
