Date Open High Low Close AdjClose Volume
2009-12-01 25,590000 25,799999 25,190001 25,580000 11,487800 42100
2009-12-02 25,240000 25,700001 25,219999 25,500000 11,451877 52100
2009-12-03 25,610001 26,170000 25,610001 25,910000 11,636002 160100
2009-12-04 26,250000 26,370001 25,650000 25,780001 11,577621 21800
2009-12-07 25,299999 25,750000 25,299999 25,370001 11,393494 29100
2009-12-08 25,450001 25,450001 24,770000 25,190001 11,312658 36900
2009-12-09 25,080000 25,879999 25,080000 25,590000 11,492292 81200
2009-12-10 25,590000 25,620001 25,000000 25,100000 11,272239 29000
2009-12-11 25,260000 25,540001 24,760000 25,410000 11,411456 38900
2009-12-14 25,340000 25,379999 24,750000 24,950001 11,204872 79400
2009-12-15 24,990000 25,020000 24,670000 24,850000 11,159965 54700
2009-12-16 25,010000 25,190001 24,860001 25,080000 11,263254 38400
2009-12-17 24,650000 24,840000 24,209999 24,299999 10,912961 38400
2009-12-18 24,600000 24,600000 23,870001 24,510000 11,007272 70500
2009-12-21 24,340000 24,469999 24,000000 24,240000 10,886016 22700
2009-12-22 24,500000 24,500000 23,650000 23,990000 10,773745 24100
2009-12-23 23,910000 24,240000 23,700001 24,230000 10,881526 32200
2009-12-24 24,430000 24,430000 23,650000 24,200001 10,868054 24900
2009-12-28 24,250000 24,500000 24,000000 24,440001 10,975837 25500
2009-12-29 24,299999 24,430000 24,129999 24,170000 10,854579 12800
2009-12-30 24,150000 24,400000 23,870001 23,959999 10,760271 45100
2009-12-31 24,070000 24,270000 23,959999 24,260000 10,894999 13300
2010-01-04 24,389999 25,080000 24,389999 24,910000 11,186911 24800
2010-01-05 25,040001 25,219999 24,549999 24,889999 11,177924 48000
2010-01-06 24,980000 25,219999 24,879999 25,010000 11,231817 53400
2010-01-07 25,059999 25,230000 24,830000 25,080000 11,263254 57100
2010-01-08 25,180000 25,350000 24,799999 25,340000 11,380021 27200
2010-01-11 26,129999 26,680000 25,340000 26,000000 11,676423 75200
2010-01-12 25,480000 25,570000 24,879999 25,270000 11,348582 31500
2010-01-13 25,059999 25,280001 24,610001 25,040001 11,245293 33100
2010-01-14 25,080000 25,290001 24,700001 25,250000 11,339602 58700
2010-01-15 25,160000 25,490000 24,870001 25,410000 11,411456 31300
2010-01-19 25,340000 25,760000 25,139999 25,639999 11,514747 67300
2010-01-20 25,200001 25,379999 24,900000 25,059999 11,254274 37700
2010-01-21 25,000000 25,070000 23,500000 23,600000 10,598598 121500
2010-01-22 23,469999 24,540001 23,469999 23,770000 10,674941 129400
2010-01-25 24,459999 26,860001 23,780001 24,379999 10,948889 148300
2010-01-26 24,170000 24,860001 23,780001 24,139999 10,841105 49500
2010-01-27 23,920000 25,080000 23,900000 24,770000 11,124037 313000
2010-01-28 25,059999 25,059999 24,160000 24,500000 11,002783 81900
2010-01-29 24,719999 24,940001 24,200001 24,360001 10,939907 39100
2010-02-01 24,650000 25,000000 24,370001 25,000000 11,227328 66600
2010-02-02 25,090000 25,469999 24,870001 25,309999 11,366549 107000
2010-02-03 25,139999 25,139999 24,799999 24,799999 11,137509 25000
2010-02-04 24,530001 24,660000 24,000000 24,000000 10,778234 62700
2010-02-05 24,250000 24,540001 24,010000 24,230000 10,881526 84400
2010-02-08 24,219999 24,379999 23,530001 23,950001 10,755782 110300
2010-02-09 24,190001 25,000000 24,190001 24,879999 11,173437 58800
2010-02-10 25,010000 25,490000 24,549999 25,320000 11,371037 52400
2010-02-11 25,410000 25,750000 25,080000 25,730000 11,555166 34200
2010-02-12 25,219999 25,690001 25,150000 25,420000 11,415948 27500
2010-02-16 25,650000 25,930000 25,540001 25,860001 11,613546 26000
2010-02-17 25,799999 26,100000 25,709999 26,049999 11,698876 24200
2010-02-18 26,070000 26,250000 25,150000 26,150000 11,743786 74200
2010-02-19 25,850000 26,000000 25,650000 25,980000 11,667437 30900
2010-02-22 26,010000 26,150000 25,719999 25,830000 11,600074 54500
2010-02-23 25,910000 26,350000 25,790001 26,230000 11,779712 46800
2010-02-24 26,490000 27,190001 26,350000 27,090000 12,165932 204000
2010-02-25 26,700001 26,790001 26,250000 26,709999 11,995279 54100
2010-02-26 26,850000 27,010000 26,420000 26,910000 12,085095 60700
2010-03-01 26,980000 27,070000 26,700001 27,059999 12,152459 52800
2010-03-02 27,059999 27,500000 26,950001 27,379999 12,296169 29700
2010-03-03 27,270000 27,299999 26,799999 27,299999 12,260242 81100
2010-03-04 27,299999 27,299999 26,500000 26,980000 12,116530 92600
2010-03-05 27,299999 27,900000 27,299999 27,889999 12,525209 49900
2010-03-08 28,000000 28,000000 27,620001 27,969999 12,561133 78900
2010-03-09 27,690001 28,000000 27,690001 27,959999 12,556643 54900
2010-03-10 28,160000 28,469999 28,000000 28,379999 12,745258 78700
2010-03-11 28,379999 28,990000 28,180000 28,690001 12,884481 84400
2010-03-12 28,760000 28,799999 27,980000 28,150000 12,641971 43700
2010-03-15 27,850000 28,670000 27,680000 28,590000 12,839571 51400
2010-03-16 28,549999 28,549999 28,209999 28,400000 12,754243 33300
2010-03-17 28,610001 28,840000 28,350000 28,730000 12,902445 29300
2010-03-18 28,879999 28,879999 28,240000 28,459999 12,781191 14000
2010-03-19 28,110001 28,330000 27,850000 28,110001 12,624008 123200
2010-03-22 28,070000 28,420000 27,670000 28,080000 12,610534 31600
2010-03-23 28,180000 28,459999 28,030001 28,420000 12,763226 26300
2010-03-24 28,440001 28,440001 27,879999 28,070000 12,606046 62100
2010-03-25 28,100000 28,240000 27,690001 28,030001 12,588080 86200
2010-03-26 28,260000 28,260000 27,700001 27,910000 12,534187 84300
2010-03-29 28,340000 28,340000 27,790001 28,190001 12,659933 69500
2010-03-30 28,469999 28,510000 27,889999 28,190001 12,659933 86100
2010-03-31 28,290001 28,370001 27,959999 28,330000 12,722806 26400
2010-04-01 28,389999 28,950001 28,299999 28,590000 12,839571 52400
2010-04-05 28,580000 28,580000 28,250000 28,389999 12,749752 57100
2010-04-06 28,410000 28,799999 28,309999 28,780001 12,924897 54800
2010-04-07 28,920000 28,920000 28,090000 28,190001 12,659933 96000
2010-04-08 28,219999 28,459999 27,900000 28,340000 12,727297 73100
2010-04-09 28,600000 28,600000 28,100000 28,139999 12,637481 59100
2010-04-12 28,000000 28,240000 27,900000 27,959999 12,705186 62300
2010-04-13 28,030001 28,040001 27,830000 27,920000 12,687011 25800
2010-04-14 27,910000 28,459999 27,900000 27,900000 12,677922 33200
2010-04-15 27,900000 28,090000 27,680000 27,879999 12,668834 13800
2010-04-16 27,860001 27,930000 27,549999 27,600000 12,541601 16400
2010-04-19 26,990000 27,760000 26,990000 27,260000 12,387101 58600
2010-04-20 27,100000 27,750000 27,100000 27,540001 12,514336 34900
2010-04-21 27,520000 28,160000 27,480000 28,160000 12,796067 60400
2010-04-22 28,100000 28,180000 27,850000 28,020000 12,732450 36200
2010-04-23 28,180000 28,490000 27,920000 28,459999 12,932389 26700
2010-04-26 28,530001 29,000000 28,280001 28,610001 13,000553 46600
2010-04-27 28,700001 28,700001 27,900000 27,900000 12,677922 43200
2010-04-28 28,129999 28,129999 27,240000 27,799999 12,632480 30900
2010-04-29 27,900000 28,370001 27,780001 28,280001 12,850598 51100
2010-04-30 28,430000 28,600000 28,350000 28,480000 12,941478 130300
2010-05-03 28,309999 28,620001 28,129999 28,430000 12,918756 55100
2010-05-04 28,190001 28,190001 27,520000 27,690001 12,582497 62000
2010-05-05 27,480000 27,709999 27,000000 27,440001 12,468899 49600
2010-05-06 27,450001 27,450001 26,170000 26,219999 11,914520 252500
2010-05-07 25,969999 26,410000 25,170000 26,160000 11,887256 94600
2010-05-10 27,020000 27,830000 27,020000 27,450001 12,473439 89800
2010-05-11 27,450001 28,129999 27,290001 27,719999 12,596128 59000
2010-05-12 27,900000 28,780001 27,770000 28,410000 12,909669 49700
2010-05-13 28,620001 28,620001 27,950001 28,170000 12,800614 48200
2010-05-14 28,100000 28,100000 27,100000 27,290001 12,400737 145900
2010-05-17 27,500000 27,549999 26,820000 27,480000 12,487074 44400
2010-05-18 27,780001 27,900000 27,080000 27,320000 12,414368 40900
2010-05-19 27,370001 27,600000 26,320000 27,170000 12,346203 39100
2010-05-20 26,330000 26,639999 26,000000 26,000000 11,814552 59300
2010-05-21 25,700001 26,809999 25,700001 26,459999 12,023580 82500
2010-05-24 26,500000 27,020000 26,490000 26,730000 12,146266 58100
2010-05-25 26,250000 26,969999 26,010000 26,969999 12,255325 130600
2010-05-26 26,850000 27,150000 26,270000 26,600000 12,087194 180800
2010-05-27 27,090000 27,709999 26,740000 27,709999 12,591585 89600
2010-05-28 27,900000 27,900000 27,020000 27,360001 12,432544 54000
2010-06-01 27,379999 27,750000 27,090000 27,340000 12,423456 104200
2010-06-02 27,620001 28,059999 27,590000 28,049999 12,746081 71400
2010-06-03 27,760000 28,250000 27,690001 28,139999 12,786979 83400
2010-06-04 28,000000 28,000000 27,219999 27,440001 12,468899 41100
2010-06-07 27,740000 27,740000 26,809999 26,850000 12,200797 62800
2010-06-08 27,000000 27,889999 27,000000 27,879999 12,668834 27800
2010-06-09 28,200001 28,379999 27,420000 27,610001 12,546144 55700
2010-06-10 27,799999 28,500000 27,559999 28,480000 12,941478 82100
2010-06-11 28,090000 28,510000 28,090000 28,450001 12,927846 44600
2010-06-14 28,600000 28,900000 28,080000 28,250000 12,836966 50200
2010-06-15 28,740000 29,000000 28,299999 28,610001 13,000553 94800
2010-06-16 28,379999 29,000000 28,010000 28,770000 13,073256 75600
2010-06-17 28,850000 28,990000 28,650000 28,990000 13,173224 17800
2010-06-18 29,100000 29,250000 28,670000 29,040001 13,195945 45100
2010-06-21 29,500000 29,500000 29,059999 29,360001 13,341357 66900
2010-06-22 29,410000 29,410000 28,510000 28,760000 13,068711 44400
2010-06-23 28,680000 29,950001 28,520000 29,580000 13,441323 153800
2010-06-24 29,360001 29,530001 28,610001 28,670000 13,027813 44700
2010-06-25 29,040001 29,379999 28,700001 28,959999 13,159592 29000
2010-06-28 29,190001 29,480000 29,030001 29,100000 13,223209 22900
2010-06-29 28,400000 29,110001 28,020000 29,000000 13,177766 95100
2010-06-30 29,270000 29,270000 28,500000 28,670000 13,027813 68600
2010-07-01 28,830000 29,030001 28,500000 28,840000 13,105064 100100
2010-07-02 28,799999 29,200001 28,719999 28,900000 13,132326 36100
2010-07-06 29,510000 29,510000 28,780001 28,920000 13,141417 145300
2010-07-07 29,090000 29,900000 28,930000 29,889999 13,582188 112000
2010-07-08 29,740000 29,950001 29,209999 29,940001 13,604911 104700
2010-07-09 29,920000 31,690001 29,610001 30,830000 14,009332 201600
2010-07-12 31,049999 31,049999 30,200001 30,709999 13,954803 216400
2010-07-13 30,600000 30,950001 30,500000 30,820000 14,004786 122400
2010-07-14 30,820000 31,680000 30,740000 31,530001 14,327415 446500
2010-07-15 31,090000 32,209999 31,090000 32,169998 14,618233 161600
2010-07-16 32,349998 32,349998 31,709999 32,200001 14,631867 158300
2010-07-19 32,349998 32,560001 31,959999 32,150002 14,609149 54800
2010-07-20 31,950001 32,910000 31,740000 32,880001 14,940867 91600
2010-07-21 32,700001 33,220001 32,169998 32,590000 14,809085 494300
2010-07-22 33,279999 33,869999 32,869999 33,630001 15,281670 199300
2010-07-23 33,849998 33,959999 33,299999 33,689999 15,308933 180900
2010-07-26 33,590000 34,240002 33,419998 33,950001 15,427082 244900
2010-07-27 34,119999 34,250000 33,709999 33,880001 15,395273 169600
2010-07-28 32,160000 34,200001 31,120001 33,630001 15,281670 547900
2010-07-29 34,299999 34,470001 33,369999 33,820000 15,368003 123300
2010-07-30 33,740002 34,139999 33,540001 34,119999 15,504325 108000
2010-08-02 34,500000 34,500000 33,900002 34,490002 15,672458 79000
